,team_name,team_id,logo_url
39,CS Northridge,1169,http://dynasties.operationsports.com/images/logos/large/ncaa/CSN.png
40,CS Sacramento,1170,
41,Cal Baptist,1465,
42,Cal Poly SLO,1142,
43,California,1143,http://dynasties.operationsports.com/images/logos/large/ncaa/CAL.png
44,Campbell,1144,http://dynasties.operationsports.com/images/logos/large/ncaa/CAMP.png
45,Canisius,1145,http://dynasties.operationsports.com/images/logos/large/ncaa/CAN.png
46,Cent Arkansas,1146,
47,Centenary,1147,http://dynasties.operationsports.com/images/logos/large/ncaa/CENT.png
48,Central Conn,1148,http://dynasties.operationsports.com/images/logos/large/ncaa/CCSU.png
49,Charleston So,1149,http://dynasties.operationsports.com/images/logos/large/ncaa/CHSO.png
50,Charlotte,1150,http://dynasties.operationsports.com/images/logos/large/ncaa/CHAR.png
51,Chattanooga,1151,http://dynasties.operationsports.com/images/logos/large/ncaa/CHAT.png
52,Chicago St,1152,http://dynasties.operationsports.com/images/logos/large/ncaa/CHS.png
53,Cincinnati,1153,http://dynasties.operationsports.com/images/logos/large/ncaa/CIN.png
54,Citadel,1154,http://dynasties.operationsports.com/images/logos/large/ncaa/CIT.png
55,Clemson,1155,http://dynasties.operationsports.com/images/logos/large/ncaa/CLEM.png
56,Cleveland St,1156,http://dynasties.operationsports.com/images/logos/large/ncaa/CLEV.png
57,Coastal Car,1157,http://dynasties.operationsports.com/images/logos/large/ncaa/CCAR.png
58,Col Charleston,1158,
59,Colgate,1159,http://dynasties.operationsports.com/images/logos/large/ncaa/COLG.png
60,Colorado,1160,http://dynasties.operationsports.com/images/logos/large/ncaa/COLO.png
61,Colorado St,1161,http://dynasties.operationsports.com/images/logos/large/ncaa/CSU.png
62,Columbia,1162,http://dynasties.operationsports.com/images/logos/large/ncaa/CLMB.png
63,Connecticut,1163,http://dynasties.operationsports.com/images/logos/large/ncaa/CONN.png
64,Coppin St,1164,http://dynasties.operationsports.com/images/logos/large/ncaa/COPP.png
65,Cornell,1165,http://dynasties.operationsports.com/images/logos/large/ncaa/COR.png
66,Creighton,1166,http://dynasties.operationsports.com/images/logos/large/ncaa/CREI.png
67,Dartmouth,1171,http://dynasties.operationsports.com/images/logos/large/ncaa/DART.png
68,Davidson,1172,http://dynasties.operationsports.com/images/logos/large/ncaa/DAV.png
69,Dayton,1173,http://dynasties.operationsports.com/images/logos/large/ncaa/DAY.png
70,DePaul,1177,http://dynasties.operationsports.com/images/logos/large/ncaa/DEP.png
71,Delaware,1174,http://dynasties.operationsports.com/images/logos/large/ncaa/DEL.png
72,Delaware St,1175,http://dynasties.operationsports.com/images/logos/large/ncaa/DSU.png
73,Denver,1176,http://dynasties.operationsports.com/images/logos/large/ncaa/DEN.png
74,Detroit,1178,http://dynasties.operationsports.com/images/logos/large/ncaa/DET.png
75,Drake,1179,http://dynasties.operationsports.com/images/logos/large/ncaa/DRKE.png
76,Drexel,1180,http://dynasties.operationsports.com/images/logos/large/ncaa/DREX.png
77,Duke,1181,http://dynasties.operationsports.com/images/logos/large/ncaa/DUKE.png
78,Duquesne,1182,http://dynasties.operationsports.com/images/logos/large/ncaa/DUQ.png
79,E Illinois,1183,http://dynasties.operationsports.com/images/logos/large/ncaa/EIU.png
80,E Kentucky,1184,http://dynasties.operationsports.com/images/logos/large/ncaa/EKY.png
81,E Michigan,1185,http://dynasties.operationsports.com/images/logos/large/ncaa/EMU.png
82,E Washington,1186,http://dynasties.operationsports.com/images/logos/large/ncaa/EWU.png
83,ETSU,1190,
84,East Carolina,1187,http://dynasties.operationsports.com/images/logos/large/ncaa/ECU.png
85,Eastern New Mexico,1468,
86,Edwardsville,1188,http://dynasties.operationsports.com/images/logos/large/ncaa/SIUE.png
87,Elon,1189,http://dynasties.operationsports.com/images/logos/large/ncaa/ELON.png
88,Evansville,1191,http://dynasties.operationsports.com/images/logos/large/ncaa/EVAN.png
89,F Dickinson,1192,
90,FL Atlantic,1194,http://dynasties.operationsports.com/images/logos/large/ncaa/FAU.png
91,FL Gulf Coast,1195,http://dynasties.operationsports.com/images/logos/large/ncaa/FGC.png
92,Fairfield,1193,http://dynasties.operationsports.com/images/logos/large/ncaa/FAIR.png
93,Florida,1196,http://dynasties.operationsports.com/images/logos/large/ncaa/FLA.png
94,Florida A&M,1197,http://dynasties.operationsports.com/images/logos/large/ncaa/FAMU.png
95,Florida Intl,1198,http://dynasties.operationsports.com/images/logos/large/ncaa/FIU.png
96,Florida St,1199,http://dynasties.operationsports.com/images/logos/large/ncaa/FSU.png
97,Fordham,1200,http://dynasties.operationsports.com/images/logos/large/ncaa/FOR.png
98,Fresno St,1201,http://dynasties.operationsports.com/images/logos/large/ncaa/FRES.png
99,Furman,1202,http://dynasties.operationsports.com/images/logos/large/ncaa/FUR.png
100,G Washington,1203,http://dynasties.operationsports.com/images/logos/large/ncaa/GW.png
101,Ga Southern,1204,
102,Gardner Webb,1205,
103,George Mason,1206,http://dynasties.operationsports.com/images/logos/large/ncaa/GMU.png
104,Georgetown,1207,http://dynasties.operationsports.com/images/logos/large/ncaa/GTWN.png
105,Georgia,1208,http://dynasties.operationsports.com/images/logos/large/ncaa/UGA.png
106,Georgia St,1209,http://dynasties.operationsports.com/images/logos/large/ncaa/GSU.png
107,Georgia Tech,1210,http://dynasties.operationsports.com/images/logos/large/ncaa/GT.png
108,Gonzaga,1211,http://dynasties.operationsports.com/images/logos/large/ncaa/GONZ.png
109,Grambling,1212,http://dynasties.operationsports.com/images/logos/large/ncaa/GRAM.png
110,Grand Canyon,1213,
111,Hampton,1214,http://dynasties.operationsports.com/images/logos/large/ncaa/HAMP.png
112,Hardin-Simmons,1215,
113,Hartford,1216,http://dynasties.operationsports.com/images/logos/large/ncaa/HART.png
114,Harvard,1217,http://dynasties.operationsports.com/images/logos/large/ncaa/HARV.png
115,Hawaii,1218,http://dynasties.operationsports.com/images/logos/large/ncaa/HAW.png
116,High Point,1219,http://dynasties.operationsports.com/images/logos/large/ncaa/HP.png
117,Hofstra,1220,http://dynasties.operationsports.com/images/logos/large/ncaa/HOF.png
118,Holy Cross,1221,http://dynasties.operationsports.com/images/logos/large/ncaa/HC.png
119,Houston,1222,http://dynasties.operationsports.com/images/logos/large/ncaa/HOU.png
120,Houston Bap,1223,http://dynasties.operationsports.com/images/logos/large/ncaa/HBU.png
121,Howard,1224,http://dynasties.operationsports.com/images/logos/large/ncaa/HOW.png
122,IL Chicago,1227,
123,IPFW,1236,http://dynasties.operationsports.com/images/logos/large/ncaa/IPFW.png
124,IUPUI,1237,http://dynasties.operationsports.com/images/logos/large/ncaa/IUPU.png
125,Idaho,1225,http://dynasties.operationsports.com/images/logos/large/ncaa/IDHO.png
126,Idaho St,1226,http://dynasties.operationsports.com/images/logos/large/ncaa/IDST.png
127,Illinois,1228,http://dynasties.operationsports.com/images/logos/large/ncaa/ILL.png
128,Illinois St,1229,http://dynasties.operationsports.com/images/logos/large/ncaa/ILST.png
129,Incarnate Word,1230,
130,Indiana,1231,http://dynasties.operationsports.com/images/logos/large/ncaa/IND.png
131,Indiana St,1232,http://dynasties.operationsports.com/images/logos/large/ncaa/INST.png
132,Iona,1233,http://dynasties.operationsports.com/images/logos/large/ncaa/IONA.png
133,Iowa,1234,http://dynasties.operationsports.com/images/logos/large/ncaa/IOWA.png
134,Iowa St,1235,http://dynasties.operationsports.com/images/logos/large/ncaa/ISU.png
135,Jackson St,1238,http://dynasties.operationsports.com/images/logos/large/ncaa/JKST.png
136,Jacksonville,1239,http://dynasties.operationsports.com/images/logos/large/ncaa/JAC.png
137,Jacksonville St,1240,http://dynasties.operationsports.com/images/logos/large/ncaa/JVST.png
138,James Madison,1241,http://dynasties.operationsports.com/images/logos/large/ncaa/JMU.png
139,Kansas,1242,http://dynasties.operationsports.com/images/logos/large/ncaa/KU.png
140,Kansas St,1243,http://dynasties.operationsports.com/images/logos/large/ncaa/KSU.png
141,Kennesaw,1244,http://dynasties.operationsports.com/images/logos/large/ncaa/KENN.png
142,Kent,1245,http://dynasties.operationsports.com/images/logos/large/ncaa/KENT.png
143,Kentucky,1246,http://dynasties.operationsports.com/images/logos/large/ncaa/UK.png
144,LSU,1261,http://dynasties.operationsports.com/images/logos/large/ncaa/LSU.png
145,La Salle,1247,http://dynasties.operationsports.com/images/logos/large/ncaa/LAS.png
146,Lafayette,1248,http://dynasties.operationsports.com/images/logos/large/ncaa/LAF.png
147,Lamar,1249,http://dynasties.operationsports.com/images/logos/large/ncaa/LAMR.png
148,Lehigh,1250,http://dynasties.operationsports.com/images/logos/large/ncaa/LEH.png
149,Liberty,1251,http://dynasties.operationsports.com/images/logos/large/ncaa/LIB.png
150,Lipscomb,1252,http://dynasties.operationsports.com/images/logos/large/ncaa/LIP.png
151,Long Beach St,1253,http://dynasties.operationsports.com/images/logos/large/ncaa/LBSU.png
152,Long Island,1254,http://dynasties.operationsports.com/images/logos/large/ncaa/LIU.png
153,Longwood,1255,http://dynasties.operationsports.com/images/logos/large/ncaa/LONG.png
154,Louisiana Tech,1256,http://dynasties.operationsports.com/images/logos/large/ncaa/LT.png
155,Louisville,1257,http://dynasties.operationsports.com/images/logos/large/ncaa/LOU.png
156,Loy Marymount,1258,http://dynasties.operationsports.com/images/logos/large/ncaa/LMU.png
157,Loyola MD,1259,
158,Loyola-Chicago,1260,
159,MA Lowell,1262,
160,MD E Shore,1271,http://dynasties.operationsports.com/images/logos/large/ncaa/UMES.png
161,MS Valley St,1290,http://dynasties.operationsports.com/images/logos/large/ncaa/MVSU.png
162,MTSU,1292,http://dynasties.operationsports.com/images/logos/large/ncaa/MTU.png
163,Maine,1263,http://dynasties.operationsports.com/images/logos/large/ncaa/ME.png
164,Manhattan,1264,http://dynasties.operationsports.com/images/logos/large/ncaa/MAN.png
165,Marist,1265,http://dynasties.operationsports.com/images/logos/large/ncaa/MRST.png
166,Marquette,1266,http://dynasties.operationsports.com/images/logos/large/ncaa/MARQ.png
167,Marshall,1267,http://dynasties.operationsports.com/images/logos/large/ncaa/MRSH.png
168,Maryland,1268,http://dynasties.operationsports.com/images/logos/large/ncaa/MD.png
169,Massachusetts,1269,http://dynasties.operationsports.com/images/logos/large/ncaa/MASS.png
170,McNeese St,1270,http://dynasties.operationsports.com/images/logos/large/ncaa/MCNS.png
171,Memphis,1272,http://dynasties.operationsports.com/images/logos/large/ncaa/MEM.png
172,Mercer,1273,http://dynasties.operationsports.com/images/logos/large/ncaa/MER.png
173,Miami FL,1274,http://dynasties.operationsports.com/images/logos/large/ncaa/MIA.png
174,Miami OH,1275,http://dynasties.operationsports.com/images/logos/large/ncaa/M-OH.png
175,Michigan,1276,http://dynasties.operationsports.com/images/logos/large/ncaa/CMU.png
176,Michigan St,1277,http://dynasties.operationsports.com/images/logos/large/ncaa/MSU.png
177,Minnesota,1278,http://dynasties.operationsports.com/images/logos/large/ncaa/MINN.png
178,Mississippi,1279,http://dynasties.operationsports.com/images/logos/large/ncaa/MISS.png
179,Mississippi St,1280,http://dynasties.operationsports.com/images/logos/large/ncaa/MSST.png
180,Missouri,1281,http://dynasties.operationsports.com/images/logos/large/ncaa/MIZZ.png
181,Missouri KC,1282,http://dynasties.operationsports.com/images/logos/large/ncaa/UMKC.png
182,Missouri St,1283,http://dynasties.operationsports.com/images/logos/large/ncaa/MOSU.png
183,Monmouth NJ,1284,http://dynasties.operationsports.com/images/logos/large/ncaa/MONM.png
184,Montana,1285,http://dynasties.operationsports.com/images/logos/large/ncaa/MONT.png
185,Montana St,1286,http://dynasties.operationsports.com/images/logos/large/ncaa/MTST.png
186,Morehead St,1287,http://dynasties.operationsports.com/images/logos/large/ncaa/MORE.png
187,Morgan St,1288,http://dynasties.operationsports.com/images/logos/large/ncaa/MORG.png
188,Morris Brown,1289,
189,Mt St Mary's,1291,
190,Murray St,1293,http://dynasties.operationsports.com/images/logos/large/ncaa/MURR.png
191,N Colorado,1294,http://dynasties.operationsports.com/images/logos/large/ncaa/UNCO.png
192,N Dakota St,1295,
193,N Illinois,1296,http://dynasties.operationsports.com/images/logos/large/ncaa/NIU.png
194,N Kentucky,1297,
195,NC A&T,1299,http://dynasties.operationsports.com/images/logos/large/ncaa/NCAT.png
196,NC Central,1300,http://dynasties.operationsports.com/images/logos/large/ncaa/NCCU.png
197,NC State,1301,http://dynasties.operationsports.com/images/logos/large/ncaa/NCST.png
198,NE Omaha,1303,
199,NJIT,1312,
200,Navy,1298,http://dynasties.operationsports.com/images/logos/large/ncaa/NAVY.png
201,Nebraska,1304,http://dynasties.operationsports.com/images/logos/large/ncaa/NEB.png
202,Nevada,1305,http://dynasties.operationsports.com/images/logos/large/ncaa/NEV.png
203,New Hampshire,1306,http://dynasties.operationsports.com/images/logos/large/ncaa/UNH.png
204,New Mexico,1307,http://dynasties.operationsports.com/images/logos/large/ncaa/UNM.png
205,New Mexico St,1308,http://dynasties.operationsports.com/images/logos/large/ncaa/NMSU.png
206,New Orleans,1309,http://dynasties.operationsports.com/images/logos/large/ncaa/UNO.png
207,Niagara,1310,http://dynasties.operationsports.com/images/logos/large/ncaa/NIAG.png
208,Nicholls St,1311,http://dynasties.operationsports.com/images/logos/large/ncaa/NICH.png
209,Norfolk St,1313,http://dynasties.operationsports.com/images/logos/large/ncaa/NORF.png
210,North Alabama,1466,
211,North Carolina,1314,http://dynasties.operationsports.com/images/logos/large/ncaa/UNC.png
212,North Dakota,1315,http://dynasties.operationsports.com/images/logos/large/ncaa/UND.png
213,North Florida,1316,http://dynasties.operationsports.com/images/logos/large/ncaa/UNF.png
214,North Texas,1317,http://dynasties.operationsports.com/images/logos/large/ncaa/UNT.png
215,Northeastern,1318,http://dynasties.operationsports.com/images/logos/large/ncaa/NE.png
216,Northern Arizona,1319,http://dynasties.operationsports.com/images/logos/large/ncaa/NAU.png
217,Northern Iowa,1320,http://dynasties.operationsports.com/images/logos/large/ncaa/UNI.png
218,Northwestern,1321,http://dynasties.operationsports.com/images/logos/large/ncaa/NW.png
219,Northwestern LA,1322,
220,Notre Dame,1323,http://dynasties.operationsports.com/images/logos/large/ncaa/ND.png
221,Oakland,1324,http://dynasties.operationsports.com/images/logos/large/ncaa/OAK.png
222,Ohio,1325,http://dynasties.operationsports.com/images/logos/large/ncaa/OHIO.png
223,Ohio St,1326,http://dynasties.operationsports.com/images/logos/large/ncaa/OSU.png
224,Oklahoma,1328,http://dynasties.operationsports.com/images/logos/large/ncaa/OKLA.png
225,Oklahoma St,1329,http://dynasties.operationsports.com/images/logos/large/ncaa/OKST.png
226,Old Dominion,1330,http://dynasties.operationsports.com/images/logos/large/ncaa/OD.png
227,Ole Miss,1467,
228,Oral Roberts,1331,http://dynasties.operationsports.com/images/logos/large/ncaa/ORU.png
229,Oregon,1332,http://dynasties.operationsports.com/images/logos/large/ncaa/ORE.png
230,Oregon St,1333,http://dynasties.operationsports.com/images/logos/large/ncaa/ORST.png
231,Pacific,1334,http://dynasties.operationsports.com/images/logos/large/ncaa/PAC.png
232,Penn,1335,http://dynasties.operationsports.com/images/logos/large/ncaa/PSU.png
233,Penn St,1336,
234,Pepperdine,1337,http://dynasties.operationsports.com/images/logos/large/ncaa/PEPP.png
235,Pittsburgh,1338,http://dynasties.operationsports.com/images/logos/large/ncaa/PITT.png
236,Portland,1339,http://dynasties.operationsports.com/images/logos/large/ncaa/PORT.png
237,Portland St,1340,http://dynasties.operationsports.com/images/logos/large/ncaa/PRST.png
238,Prairie View,1341,http://dynasties.operationsports.com/images/logos/large/ncaa/PV.png
239,Presbyterian,1342,http://dynasties.operationsports.com/images/logos/large/ncaa/PRE.png
240,Princeton,1343,http://dynasties.operationsports.com/images/logos/large/ncaa/PRIN.png
241,Providence,1344,http://dynasties.operationsports.com/images/logos/large/ncaa/PROV.png
242,Purdue,1345,http://dynasties.operationsports.com/images/logos/large/ncaa/PUR.png
243,Quinnipiac,1346,http://dynasties.operationsports.com/images/logos/large/ncaa/QUIN.png
244,Radford,1347,http://dynasties.operationsports.com/images/logos/large/ncaa/RAD.png
245,Rhode Island,1348,http://dynasties.operationsports.com/images/logos/large/ncaa/URI.png
246,Rice,1349,http://dynasties.operationsports.com/images/logos/large/ncaa/RICE.png
247,Richmond,1350,http://dynasties.operationsports.com/images/logos/large/ncaa/RICH.png
248,Rider,1351,http://dynasties.operationsports.com/images/logos/large/ncaa/RID.png
249,Robert Morris,1352,http://dynasties.operationsports.com/images/logos/large/ncaa/RMU.png
250,Rutgers,1353,http://dynasties.operationsports.com/images/logos/large/ncaa/RUTG.png
251,S Carolina St,1354,http://dynasties.operationsports.com/images/logos/large/ncaa/SCST.png
252,S Dakota St,1355,http://dynasties.operationsports.com/images/logos/large/ncaa/SDST.png
253,S Illinois,1356,http://dynasties.operationsports.com/images/logos/large/ncaa/SIU.png
254,SC Upstate,1367,http://dynasties.operationsports.com/images/logos/large/ncaa/SCUS.png
255,SE Louisiana,1368,
256,SE Missouri St,1369,
257,SF Austin,1372,
258,SMU,1374,
259,Sacred Heart,1357,http://dynasties.operationsports.com/images/logos/large/ncaa/SHU.png
260,Sam Houston St,1358,http://dynasties.operationsports.com/images/logos/large/ncaa/SHSU.png
261,Samford,1359,http://dynasties.operationsports.com/images/logos/large/ncaa/SAM.png
262,San Diego,1360,http://dynasties.operationsports.com/images/logos/large/ncaa/USD.png
263,San Diego St,1361,http://dynasties.operationsports.com/images/logos/large/ncaa/SDSU.png
264,San Francisco,1362,http://dynasties.operationsports.com/images/logos/large/ncaa/SF.png
265,San Jose St,1363,http://dynasties.operationsports.com/images/logos/large/ncaa/SJSU.png
266,Santa Barbara,1364,http://dynasties.operationsports.com/images/logos/large/ncaa/UCSB.png
267,Santa Clara,1365,http://dynasties.operationsports.com/images/logos/large/ncaa/SCU.png
268,Savannah St,1366,http://dynasties.operationsports.com/images/logos/large/ncaa/SAV.png
269,Seattle,1370,http://dynasties.operationsports.com/images/logos/large/ncaa/SEA.png
270,Seton Hall,1371,http://dynasties.operationsports.com/images/logos/large/ncaa/HALL.png
271,Siena,1373,http://dynasties.operationsports.com/images/logos/large/ncaa/SIE.png
272,South Alabama,1375,http://dynasties.operationsports.com/images/logos/large/ncaa/USA.png
273,South Carolina,1376,http://dynasties.operationsports.com/images/logos/large/ncaa/SCAR.png
274,South Dakota,1377,http://dynasties.operationsports.com/images/logos/large/ncaa/SDAK.png
275,South Florida,1378,http://dynasties.operationsports.com/images/logos/large/ncaa/USF.png
276,Southern Miss,1379,http://dynasties.operationsports.com/images/logos/large/ncaa/USM.png
277,Southern Univ,1380,http://dynasties.operationsports.com/images/logos/large/ncaa/SOU.png
278,Southern Utah,1381,http://dynasties.operationsports.com/images/logos/large/ncaa/SUU.png
279,St Bonaventure,1382,
280,St Francis NY,1383,
281,St Francis PA,1384,
282,St John's,1385,
283,St Joseph's PA,1386,
284,St Louis,1387,
285,St Mary's CA,1388,
286,St Peter's,1389,
287,Stanford,1390,http://dynasties.operationsports.com/images/logos/large/ncaa/STAN.png
288,Stetson,1391,http://dynasties.operationsports.com/images/logos/large/ncaa/STET.png
289,Stony Brook,1392,http://dynasties.operationsports.com/images/logos/large/ncaa/STON.png
290,Syracuse,1393,http://dynasties.operationsports.com/images/logos/large/ncaa/SYR.png
291,TAM C. Christi,1394,
292,TCU,1395,http://dynasties.operationsports.com/images/logos/large/ncaa/TCU.png
293,TN Martin,1404,
294,TX Southern,1411,
295,Temple,1396,http://dynasties.operationsports.com/images/logos/large/ncaa/TEM.png
296,Tennessee,1397,http://dynasties.operationsports.com/images/logos/large/ncaa/ETSU.png
297,Tennessee St,1398,http://dynasties.operationsports.com/images/logos/large/ncaa/TNST.png
298,Tennessee Tech,1399,http://dynasties.operationsports.com/images/logos/large/ncaa/TNTC.png
299,Texas,1400,http://dynasties.operationsports.com/images/logos/large/ncaa/TEX.png
300,Texas A&M,1401,http://dynasties.operationsports.com/images/logos/large/ncaa/TA&M.png
301,Texas St,1402,http://dynasties.operationsports.com/images/logos/large/ncaa/TXST.png
302,Texas Tech,1403,http://dynasties.operationsports.com/images/logos/large/ncaa/TTU.png
303,Toledo,1405,http://dynasties.operationsports.com/images/logos/large/ncaa/TOL.png
304,Towson,1406,http://dynasties.operationsports.com/images/logos/large/ncaa/TOWS.png
305,Troy,1407,http://dynasties.operationsports.com/images/logos/large/ncaa/TROY.png
306,Tulane,1408,http://dynasties.operationsports.com/images/logos/large/ncaa/TULN.png
307,Tulsa,1409,http://dynasties.operationsports.com/images/logos/large/ncaa/TLSA.png
308,UAB,1412,http://dynasties.operationsports.com/images/logos/large/ncaa/UAB.png
309,UC Davis,1413,http://dynasties.operationsports.com/images/logos/large/ncaa/UCD.png
310,UC Irvine,1414,http://dynasties.operationsports.com/images/logos/large/ncaa/UCI.png
311,UC Riverside,1415,http://dynasties.operationsports.com/images/logos/large/ncaa/UCRV.png
312,UCF,1416,http://dynasties.operationsports.com/images/logos/large/ncaa/UCF.png
313,UCLA,1417,http://dynasties.operationsports.com/images/logos/large/ncaa/UCLA.png
314,ULL,1418,
315,ULM,1419,
316,UMBC,1420,http://dynasties.operationsports.com/images/logos/large/ncaa/UMBC.png
317,UNC Asheville,1421,
318,UNC Greensboro,1422,http://dynasties.operationsports.com/images/logos/large/ncaa/UNCG.png
319,UNC Wilmington,1423,
320,UNLV,1424,http://dynasties.operationsports.com/images/logos/large/ncaa/UNLV.png
321,USC,1425,http://dynasties.operationsports.com/images/logos/large/ncaa/USC.png
322,UT Arlington,1426,
323,UT San Antonio,1427,
324,UTEP,1431,http://dynasties.operationsports.com/images/logos/large/ncaa/UTEP.png
325,UTRGV,1410,
326,Utah,1428,http://dynasties.operationsports.com/images/logos/large/ncaa/UTAH.png
327,Utah St,1429,http://dynasties.operationsports.com/images/logos/large/ncaa/USU.png
328,Utah Valley,1430,http://dynasties.operationsports.com/images/logos/large/ncaa/UVU.png
329,VA Commonwealth,1433,
330,VMI,1440,
331,Valparaiso,1434,http://dynasties.operationsports.com/images/logos/large/ncaa/VALP.png
332,Vanderbilt,1435,http://dynasties.operationsports.com/images/logos/large/ncaa/VAN.png
333,Vermont,1436,http://dynasties.operationsports.com/images/logos/large/ncaa/UVM.png
334,Villanova,1437,http://dynasties.operationsports.com/images/logos/large/ncaa/VILL.png
335,Virginia,1438,http://dynasties.operationsports.com/images/logos/large/ncaa/UVA.png
336,Virginia Tech,1439,http://dynasties.operationsports.com/images/logos/large/ncaa/VT.png
337,W Carolina,1441,
338,W Illinois,1442,
339,W Michigan,1444,
340,W Salem St,1445,
341,WI Green Bay,1453,
342,WI Milwaukee,1454,
343,WKU,1443,
344,Wagner,1447,http://dynasties.operationsports.com/images/logos/large/ncaa/WAG.png
345,Wake Forest,1448,http://dynasties.operationsports.com/images/logos/large/ncaa/WAKE.png
346,Washington,1449,http://dynasties.operationsports.com/images/logos/large/ncaa/WASH.png
347,Washington St,1450,http://dynasties.operationsports.com/images/logos/large/ncaa/WSU.png
348,Weber St,1451,http://dynasties.operationsports.com/images/logos/large/ncaa/WEB.png
349,West Virginia,1452,http://dynasties.operationsports.com/images/logos/large/ncaa/WVU.png
350,Wichita St,1455,http://dynasties.operationsports.com/images/logos/large/ncaa/WICH.png
351,William & Mary,1456,http://dynasties.operationsports.com/images/logos/large/ncaa/W&M.png
352,Winthrop,1457,http://dynasties.operationsports.com/images/logos/large/ncaa/WIN.png
353,Wisconsin,1458,http://dynasties.operationsports.com/images/logos/large/ncaa/WIS.png
354,Wofford,1459,http://dynasties.operationsports.com/images/logos/large/ncaa/WOF.png
355,Wright St,1460,http://dynasties.operationsports.com/images/logos/large/ncaa/WRST.png
356,Wyoming,1461,http://dynasties.operationsports.com/images/logos/large/ncaa/WYO.png
357,Xavier,1462,http://dynasties.operationsports.com/images/logos/large/ncaa/XAV.png
358,Yale,1463,http://dynasties.operationsports.com/images/logos/large/ncaa/YALE.png
359,Youngstown St,1464,http://dynasties.operationsports.com/images/logos/large/ncaa/YSU.png
